StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,StudyEfficiencyScore,ScreenTimeHours,SleepHours
1570,17,0,0,2,11.988610840552434,6,0,1,0,0,0,0,2.4892182377565297,3.0,1.7126586915074906,3.9930218680932015,6.997850365575417
1571,16,1,0,2,3.425468213324792,12,1,1,1,1,1,0,2.600264186907329,2.0,0.26349755487113785,5.255957956639244,9.53224513077023
1572,17,1,3,2,14.832756372352415,12,0,3,0,0,0,0,2.119171492034809,3.0,1.1409812594117243,6.334612050964572,8.207451402110001
1573,15,1,2,1,6.052806812736291,7,0,4,0,0,0,0,2.522694547891483,2.0,0.7566008515920364,4.286171129285081,7.748587971173561
1574,16,0,2,4,13.24743719825507,10,1,2,0,0,0,0,2.475854110200245,3.0,1.2043124725686427,5.4883468009114935,8.02011018279709
1575,17,0,2,3,3.165661013987473,27,1,3,1,0,0,0,0.782809234051424,4.0,0.11305932192812404,8.14945483498698,8.431946513325581
1576,16,0,1,2,13.762353184127004,25,0,0,1,0,0,0,0.7664048694920337,4.0,0.5293212763125771,8.298082494630568,7.7555082892528295
1577,15,0,3,2,2.563761456209235,17,1,0,1,0,0,0,1.2836220775478306,4.0,0.14243119201162416,4.288293923716152,8.890735918885824
1578,16,0,0,1,8.507129925399672,24,0,2,1,0,0,0,0.6431459327503606,4.0,0.3402851970159869,8.106350500645977,8.03208310730187
1579,16,1,0,2,4.944121474777536,18,1,2,0,0,0,0,1.6692302172984,4.0,0.2602169197251335,5.768465172318153,8.113705019729048
1580,16,1,0,2,14.96750498856365,5,0,3,0,0,0,0,3.282070050593753,1.0,2.4945841647606084,3.5329775531958334,7.157978974985506
1581,16,0,2,2,5.240700090137491,21,0,2,0,1,0,0,0.7437140169647167,4.0,0.23821364046079505,5.936543024953045,8.017834033245629
1582,15,0,2,4,17.634346127907925,1,0,2,0,0,0,1,3.3250668431789085,1.0,8.817173063953962,6.020130301141908,6.820654283093985
1583,18,0,0,2,17.836404228132256,27,0,2,1,1,0,1,1.184519764401664,4.0,0.6370144367190091,6.670472375971478,7.182770432162097
1584,16,0,0,1,3.928826304455717,12,0,1,0,0,0,0,1.6165360987452144,4.0,0.30221740803505515,4.5150064411500335,8.249237374999053
1585,16,1,2,2,12.276918900154485,22,0,4,0,0,0,0,1.5830839708839028,4.0,0.5337790826154124,6.733603417266903,8.113334142840863
1586,17,0,0,1,1.7543528343992865,24,0,2,0,0,0,0,0.1842514890903642,4.0,0.07017411337597146,5.360582475112773,9.568187794228036
1587,16,0,2,1,7.830741992032584,27,1,2,0,0,0,0,0.4721810422090253,4.0,0.2796693568583066,5.003453312434656,7.926899180111719
1588,17,0,3,1,14.266434590025446,25,0,3,1,1,0,0,1.2993555178087297,4.0,0.5487090226932864,5.015518887642597,7.693058791265144
1589,18,0,0,2,13.188464936998326,10,0,2,0,0,0,1,2.379628283206932,3.0,1.1989513579089388,3.5121833558310898,7.930996061451634
1590,15,1,0,2,12.49401338813216,0,0,3,0,0,0,0,3.5662831299671103,0.0,12.49401338813216,2.6076107740491774,7.986599796646421
1591,15,0,2,2,5.650817273248872,23,0,1,0,0,0,0,0.2783475708696343,4.0,0.23545071971870302,4.85530869059764,8.472895906633156
1592,18,0,2,2,7.560498988688041,1,0,1,0,0,0,0,2.4215468827715467,3.0,3.7802494943440204,4.663498979212858,8.615291310311058
1593,15,1,1,2,2.058922894005724,29,0,4,0,1,0,1,0.6176804235913715,4.0,0.06863076313352413,5.62752033759658,9.035232186939755
1594,18,1,3,1,14.38045640867202,16,0,3,0,0,0,0,1.804726657837384,4.0,0.8459092005101188,4.9826691332954525,6.94312314796915
1595,18,1,0,3,10.077775935825471,7,0,2,1,0,0,0,2.635208129638253,2.0,1.259721991978184,6.287153639624047,8.426800438612089
1596,18,0,1,1,14.175312646913092,1,0,3,0,0,0,1,3.436025388769573,1.0,7.087656323456546,3.9958465610514895,8.026114153942062
1597,15,0,2,1,4.978870495937455,5,0,4,0,0,1,1,2.7373779261627598,2.0,0.8298117493229092,5.170230954084109,8.120469898316962
1598,17,1,2,2,6.488764572701324,21,1,1,1,0,0,1,1.1466960797952552,4.0,0.29494384421369657,4.789279484806519,8.370092460453668
1599,18,1,0,1,6.684306745202293,4,0,0,0,0,0,0,2.4052675257641485,3.0,1.3368613490404586,3.169156075234683,8.673233821885306
1600,16,1,2,0,0.514848194944324,15,1,2,0,0,1,0,1.5252820489261911,4.0,0.03217801218402025,3.6634744650659155,8.843858270715888
1601,15,1,1,2,6.82095745661247,7,0,1,1,1,0,0,2.446157080635824,3.0,0.8526196820765588,3.3757402522886584,8.854393278221758
1602,18,1,0,2,16.06609147036067,18,1,1,1,0,1,0,1.9529530122549463,4.0,0.84558376159793,4.914361356127834,8.575327100273613
1603,18,1,0,2,17.94596991499477,15,0,3,1,0,0,0,2.293087191388992,3.0,1.121623119687173,4.208041937106987,6.812409992183032
1604,16,0,2,4,10.364366312718548,12,0,0,0,0,1,0,1.4716720294797634,4.0,0.797258947132196,3.5548101350282226,7.273041067151258
1605,17,0,0,2,9.110033904384403,25,1,3,0,0,0,1,1.106713497753671,4.0,0.3503859193994001,4.982543484402403,8.240905907363999
1606,17,0,0,3,0.6164923739874051,19,0,2,0,1,0,1,1.2058569757056352,4.0,0.030824618699370254,5.743115072130903,9.299132015164332
1607,17,1,0,1,17.584086751707652,6,0,2,0,0,0,0,2.5590703550177483,2.0,2.512012393101093,3.42533487362317,7.126158137906851
1608,18,1,2,2,0.2602042685174544,15,0,3,1,1,1,0,2.4576510224957078,3.0,0.0162627667823409,4.957079444192302,9.700609904808772
1609,18,1,1,3,18.89500160420424,22,1,2,0,0,0,0,1.2267412857712765,4.0,0.8215218088784452,6.213669083419428,6.441196939717952
1610,18,1,2,2,9.784324973761812,15,0,1,0,0,0,1,1.5904330983565391,4.0,0.6115203108601133,6.261579314517461,8.368026814139625
1611,15,1,0,2,6.838689871494532,28,0,1,1,0,0,0,0.3106695325979863,4.0,0.2358168921205011,4.9572485593643965,8.013200602471102
1612,16,1,1,1,18.484368696853203,11,1,3,1,0,0,0,2.7718106588704914,2.0,1.5403640580711002,6.29764159563617,8.011252083418327
1613,18,0,1,0,0.4878198622019347,13,0,1,1,0,0,0,1.5826829916643974,4.0,0.034844275871566764,5.811601557963631,9.947475690363866
1614,16,0,2,2,11.628497897381742,23,1,0,1,0,0,1,1.1055870981431069,4.0,0.48452074572423925,4.627036127795488,7.453821916370152
1615,16,1,3,1,10.978650489986752,17,0,4,0,0,0,0,2.3002961351673665,3.0,0.6099250272214862,7.194314496427109,7.627356383047035
1616,17,0,0,3,4.3864080242276415,26,1,4,1,1,0,0,0.9918836980476614,4.0,0.1624595564528756,8.283489602127252,8.991153141067137
1617,15,1,1,1,8.577748627004212,27,0,2,0,1,1,1,0.1651106215518772,4.0,0.3063481652501504,4.944311839419456,7.948659812404822
1618,18,0,0,4,13.045280118875404,17,0,0,0,0,0,0,0.9893299205987556,4.0,0.7247377843819669,4.807510592588815,7.67276637914634
1619,17,1,1,4,14.54262393763855,15,0,3,1,0,1,0,2.230253521333785,3.0,0.9089139961024094,6.724805119172245,7.558431816507349
1620,17,1,0,1,0.0143371741315956,19,0,3,1,0,0,0,1.3835280778946648,4.0,0.00071685870657978,6.893038761534633,8.038729704488013
1621,18,0,0,1,18.737068601820305,15,0,1,1,1,0,0,2.1314052629810774,3.0,1.171066787613769,4.238084077425509,7.11937426677085
1622,16,0,0,3,3.290507447856248,12,0,1,1,0,1,0,1.86827692299816,4.0,0.2531159575274037,4.037397293346841,8.326085368182287
1623,17,1,1,4,4.671608684447184,25,0,3,1,0,1,0,1.2474819436382791,4.0,0.17967725709412247,5.981888411165528,8.286277720355395
1624,16,1,0,2,5.269468913876965,28,0,4,0,0,0,0,0.2999075475985059,4.0,0.18170582461644708,6.738091940764086,9.19486911034671
1625,15,0,2,1,0.7564027310407062,8,0,3,1,0,0,1,2.7051956947945466,2.0,0.0840447478934118,5.273019086121184,8.296106279756302
1626,16,0,0,2,2.4610424718064983,25,0,1,1,1,1,0,0.8979380920800135,4.0,0.09465547968486532,5.975654558279089,9.16049834619334
1627,15,1,0,2,19.72699845888324,27,0,2,1,1,0,0,1.3917317913625924,4.0,0.7045356592458301,6.550138864532592,6.887818688945772
1628,16,0,2,1,6.304334747545721,8,0,3,0,0,0,0,2.150546165993222,3.0,0.7004816386161913,5.789883752535026,8.229686440997511
1629,17,1,0,2,2.306021806780987,12,0,1,0,0,0,0,1.448741241526555,4.0,0.17738629282930668,3.3467328115623918,9.164583767347755
1630,17,1,0,0,2.1398252234924664,28,0,1,1,0,1,0,0.0,4.0,0.07378707667215402,5.809747777376083,8.9560431249352
1631,15,1,1,0,14.389199353399436,3,1,1,0,0,0,0,3.091715028356484,1.0,3.597299838349859,5.15339834353821,7.846386563269822
1632,18,1,0,1,17.091373280652817,8,0,2,0,0,0,0,2.576927695452172,2.0,1.899041475628091,6.380827350748797,7.774955002201149
1633,15,0,0,1,5.139045990169397,14,0,2,0,0,0,0,1.9558725265628367,4.0,0.3426030660112931,5.446709768462664,8.320441209391399
1634,15,0,0,1,0.4181902467046994,13,0,3,0,1,0,0,1.8787083443226635,4.0,0.029870731907478527,5.428453941061263,8.652062608075655
1635,16,0,3,2,4.461800368907117,18,1,3,1,1,0,0,1.6304001316060543,4.0,0.23483159836353246,4.228688045359104,8.01124469983039
1636,16,0,1,1,1.130313815935147,11,0,4,0,0,1,0,2.372748110360667,3.0,0.09419281799459557,4.889649467293818,8.474263353417006
1637,15,0,1,1,2.0678987326008302,20,1,3,1,0,0,0,1.279370611476852,4.0,0.09847136821908715,6.130469065820092,10.0
1638,17,0,1,1,8.630162396952848,25,0,1,0,0,0,1,0.155004788411154,4.0,0.33192932295972494,5.469882014538919,8.759323550673109
1639,16,0,0,4,4.598367417232652,24,1,2,0,1,1,1,1.2783470336697191,4.0,0.18393469668930607,5.476972923797524,7.864626075172724
1640,18,1,0,2,10.318917570508468,5,0,2,0,1,0,0,2.6559935659147995,2.0,1.7198195950847446,4.009136652418491,7.306879264577368
1641,16,0,2,2,5.069875065143807,2,0,0,1,0,1,0,2.6823160526270176,2.0,1.6899583550479358,2.2802847911109057,8.733945524344865
1642,16,0,0,2,18.810746022058957,25,0,4,0,1,0,0,1.6448199394832874,4.0,0.7234902316176522,5.788316662332713,7.3925577964830875
1643,18,1,0,4,18.11887935852529,24,1,0,1,1,0,0,1.3962784383778892,4.0,0.7247551743410117,5.2457920279861785,7.462553981806153
1644,15,0,0,1,11.33612210020932,21,1,2,1,0,0,0,1.6094867987939343,4.0,0.5152782772822418,5.409989408711659,7.738909893202219
1645,18,0,0,2,7.088479839747723,19,0,2,1,0,1,0,1.187367524649196,4.0,0.35442399198738617,4.379048527277005,8.228424886023777
1646,15,1,3,2,7.622937640694712,15,0,2,1,0,1,0,2.0197970227132727,3.0,0.4764336025434195,7.06210912295958,8.401645998010208
1647,15,0,0,2,8.237045662889939,29,0,3,0,0,0,1,0.2416256282208843,4.0,0.27456818876299793,7.274369814216195,8.21924193685767
1648,15,0,1,0,14.55158644269888,19,0,2,0,0,0,0,1.2477251942052905,4.0,0.727579322134944,6.616409276577959,6.435191169356345
1649,18,0,0,2,9.03277991037676,23,0,1,0,0,1,0,0.8526823634027514,4.0,0.3763658295990317,7.456684954429354,7.981822193674727
1650,15,1,3,0,17.13459893011795,22,0,1,0,0,0,0,0.9657009889491656,4.0,0.7449825621790412,6.193768795716229,6.8608368898580485
1651,17,0,0,2,18.88189571860729,16,1,4,1,1,0,0,2.423800751639832,3.0,1.11069974815337,3.947681152349695,7.199416137593527
1652,18,0,0,2,6.718923067578677,15,0,1,1,0,0,0,1.7419681672894356,4.0,0.4199326917236673,5.648426167274192,9.820737194543836
1653,17,1,2,1,11.213889627513602,5,0,1,0,0,1,0,2.8459257757426046,2.0,1.8689816045856003,4.847364472083516,8.062351869985791
1654,15,0,2,3,1.9011307366512888,7,0,2,0,0,0,0,2.039564398044963,3.0,0.2376413420814111,5.68175789673732,8.653122083248672
1655,16,1,0,0,4.009380955327179,18,1,1,1,0,0,0,1.5420637396404375,4.0,0.21102005028037785,5.526638184918718,9.059962655455909
1656,15,1,0,3,8.269315334203203,29,1,2,0,0,1,0,0.7307796023629439,4.0,0.2756438444734401,5.410321211182255,8.414412410184287
1657,17,0,0,2,4.1240543180355775,24,0,3,1,0,0,0,0.4999877783931601,4.0,0.1649621727214231,5.535103623194898,8.797641813422363
1658,17,1,0,1,17.53120981577435,25,1,3,0,0,0,0,1.122889381075435,4.0,0.6742773006067058,5.95232918559454,7.550304315030401
1659,18,1,0,1,3.165725121181961,1,1,3,0,1,0,0,2.9594927281039074,2.0,1.5828625605909805,4.6836689653264045,9.711699270296576
1660,16,0,0,4,9.11321643106184,13,0,1,1,1,1,0,2.300205239575968,3.0,0.6509440307901314,5.583113218675647,7.5232341392308575
1661,18,1,0,0,12.113984809197513,21,0,2,0,1,0,0,1.35272076359225,4.0,0.5506356731453415,5.524386903591385,8.025417557485977
1662,17,1,0,1,13.837278163216888,11,1,0,1,0,0,0,2.13406203808262,3.0,1.1531065136014074,7.046060995171919,7.153081618687542
1663,15,0,1,1,7.661387394530134,16,0,0,1,0,0,1,1.2997943203369946,4.0,0.4506698467370667,6.023099277427548,8.51161758371811
1664,16,0,3,2,17.381981374494572,27,0,2,1,0,0,0,0.7478339441237737,4.0,0.6207850490890918,5.648907166943978,6.802458606807496
1665,15,0,1,2,11.36638302155851,26,0,1,1,1,1,0,0.5329232037789974,4.0,0.4209771489466115,5.007129890481615,7.6546782910416065
1666,15,1,0,1,8.790155608951036,14,0,3,0,0,0,0,2.0737697903171566,3.0,0.586010373930069,4.011436556737328,7.9734394819859435
1667,16,0,0,1,1.3448126810407324,17,1,3,1,1,0,0,1.9913793639901416,4.0,0.07471181561337402,4.683830913538033,9.353427091568282
1668,18,1,3,1,9.2937893689033,15,0,3,1,0,0,1,1.8999595995373024,4.0,0.5808618355564562,4.142725493038222,8.529848285080876
1669,15,1,0,1,16.414716816314606,12,0,3,1,1,0,0,2.6148839418291825,2.0,1.2626705243318928,3.9462680962052232,6.735669630145347
1670,17,1,0,2,12.29082036442631,20,1,0,1,1,1,0,1.8102707442887624,4.0,0.5852771602107767,5.140380674775388,7.798385019057293
1671,15,1,1,2,16.643249074582368,16,0,2,1,0,0,0,1.581931480635446,4.0,0.9790146514460216,4.29349438117902,6.980885165167177
1672,16,1,1,1,9.880233411986111,7,0,1,0,1,0,0,2.271332803302088,3.0,1.235029176498264,6.287061698505701,7.382724203463722
1673,16,1,1,1,2.369234101889637,0,1,2,1,0,0,0,3.363670491095614,1.0,2.369234101889637,2.320934982646569,8.65456806459885
1674,16,1,0,1,0.2727969167176214,28,0,1,1,1,0,0,0.4812984804652508,4.0,0.009406790231642117,6.898045558281019,8.818478914100329
1675,18,0,0,4,6.064390934371824,24,0,0,1,1,0,0,0.1999273794512188,4.0,0.24257563737487295,6.041587307958647,9.60691914973558
1676,15,0,3,4,13.95980942995585,25,0,2,0,1,1,1,1.2680087507224682,4.0,0.5369157473059942,8.429514467634426,7.820498969684762
1677,18,1,0,3,15.805198078833875,26,0,3,1,0,0,0,0.8825524540001173,4.0,0.5853777066234769,5.048155608672209,6.730671441739494
1678,18,1,1,1,5.915056692406589,2,1,3,0,0,0,0,3.120136639384952,1.0,1.9716855641355295,3.7914223961829667,8.12610732867387
1679,16,0,2,0,9.91307841766494,15,0,2,0,1,0,1,1.8041546917762192,4.0,0.6195674011040587,7.377881733101475,8.519383805948205
1680,16,1,1,1,8.422378088681633,27,0,2,1,1,1,0,0.6817036435058786,4.0,0.30079921745291544,8.162028503575922,9.2019835775668
1681,18,0,0,1,8.210455687028556,1,0,2,1,0,0,1,2.898261817162794,2.0,4.105227843514278,5.368288283797119,7.385962775178165
1682,15,0,0,2,4.62697426400301,14,0,3,0,0,0,1,1.7303180027913696,4.0,0.30846495093353404,4.431611308179759,7.597340381030177
1683,17,0,1,2,2.7274221005891675,0,1,0,1,0,1,0,3.560791672128213,0.0,2.7274221005891675,2.6835503495602633,9.662740377626974
1684,18,1,2,3,3.9337711646242624,8,1,3,0,1,0,0,2.528774574406828,2.0,0.4370856849582514,5.474572879697724,8.801429972223026
1685,15,1,3,3,1.106647743266922,15,1,2,0,1,0,0,1.5923878582033109,4.0,0.06916548395418262,7.217503956510344,8.455188859735125
1686,16,0,0,1,3.962614836471541,3,0,1,0,0,1,1,2.3741309720150148,3.0,0.9906537091178852,4.527051572055719,8.871053059414065
1687,16,0,0,2,0.1840179525075891,11,1,0,1,0,0,0,1.8104094800411437,4.0,0.015334829375632424,5.386450757879599,7.663724335240802
1688,15,0,3,1,12.545168012719564,0,0,1,0,0,0,0,2.829826431301572,2.0,12.545168012719564,3.1199163746411367,7.747170952026624
1689,17,0,2,0,6.327508147753658,0,1,2,0,0,0,1,3.0476020888188065,1.0,6.327508147753658,5.077971732767748,8.531159771646177
1690,16,0,2,2,19.46289422853817,6,1,3,1,1,0,0,3.625921730346796,0.0,2.780413461219738,3.3481749942300936,7.515845646915098
1691,16,1,0,0,3.874341015525957,17,0,2,0,0,0,1,0.9273215453238872,4.0,0.21524116752921985,4.994716945616975,8.105617922301136
1692,16,0,1,2,6.916571406191878,22,0,2,1,0,0,0,1.331958948764275,4.0,0.300720495921386,5.901745754465667,8.351186440082492
1693,15,1,2,1,7.156823172830665,27,0,4,1,1,0,1,0.7795517215186132,4.0,0.25560082760109515,6.73044151473782,7.8216053696871395
1694,18,0,1,2,0.1690299212492108,22,0,1,1,0,0,0,0.8813584466312141,4.0,0.0073491270108352515,5.169638929660321,9.110788885712237
1695,16,1,0,2,16.78415906078918,14,1,1,0,0,0,0,2.398121085937693,3.0,1.1189439373859453,3.8593472989568145,6.87391093273957
1696,18,1,0,1,0.6398892028864944,25,0,2,0,1,0,0,0.7588142687845363,4.0,0.024611123187942095,6.94248016976653,8.731960660131241
1697,17,1,1,3,18.803596694584822,29,0,3,1,0,0,0,1.0288655959633797,4.0,0.6267865564861608,6.054522212961023,6.6217326331464035
1698,16,1,0,1,17.841487021872414,24,0,3,0,1,0,0,1.4444766951837589,4.0,0.7136594808748966,6.724952885690449,7.541419418724587
1699,16,1,0,2,10.710438321719272,12,1,2,0,0,0,0,2.214067459161345,3.0,0.8238798709014824,3.8174508610968094,8.358181726156406
1700,17,1,3,2,10.871911498225842,15,0,4,0,1,1,0,2.5119180875322624,2.0,0.6794944686391151,5.4245604074192695,7.7954985651987085
1701,16,0,0,2,13.075558459123126,6,0,3,0,0,0,0,2.6901498030104545,2.0,1.8679369227318752,4.730357730206343,7.7115631515677014
1702,18,1,2,4,7.7410002386977395,15,0,0,1,0,0,0,1.6052743861754348,4.0,0.4838125149186087,3.7072941472897076,7.501604268813454
1703,15,0,0,1,12.94444566795711,12,0,3,1,0,1,1,2.709889487418108,2.0,0.9957265898428547,4.546417112775682,7.555717109200895
1704,18,1,1,2,0.8953677737697374,13,0,0,0,1,0,0,1.528563501341875,4.0,0.06395484098355267,3.837658707755897,8.885360914102153
1705,15,1,3,2,1.0809525469945314,16,1,3,0,1,0,0,1.7785692022870156,4.0,0.06358544394085479,3.853499881891071,10.0
1706,15,0,0,3,9.144608392390888,11,0,1,1,0,0,0,2.1219640588635724,3.0,0.7620506993659073,7.0598409295597815,7.5295556478738295
1707,18,1,0,1,10.9924460221207,28,0,3,0,0,0,0,0.4059048314284253,4.0,0.37904986283174824,6.089415379898892,8.632844017164148
1708,18,0,0,2,17.75635280671638,23,0,2,1,0,0,0,1.123926327741214,4.0,0.7398480336131824,7.53949778341854,7.722794106061266
1709,18,0,0,2,2.093212678157925,23,0,3,0,0,0,0,0.8703304110318186,4.0,0.08721719492324688,5.318562619055056,8.930996934429276
1710,18,0,2,1,16.452958543877788,19,0,2,1,1,0,0,1.8228292080685773,4.0,0.8226479271938894,6.626010888895717,8.234014387709788
1711,17,0,3,2,4.200946745841392,12,0,3,1,0,0,0,2.231182931946249,3.0,0.3231497496801071,6.240911439558746,8.765958061719292
1712,16,1,0,1,7.881672970200637,23,0,1,0,1,1,0,0.9669677174911444,4.0,0.32840304042502655,6.682554962431377,8.406412300813901
1713,15,1,0,2,6.332048696548258,19,0,4,0,1,0,0,1.69185894616234,4.0,0.3166024348274129,5.786304754200634,8.340234803836402
1714,18,0,0,3,8.00310545730798,14,0,3,0,0,0,0,2.0697582058612616,3.0,0.5335403638205319,5.0473636565890745,8.811473895478516
1715,18,1,2,2,3.009909961451711,23,1,1,1,1,0,0,1.0578761267920678,4.0,0.12541291506048796,5.6954730661719815,9.24724362076027
1716,18,1,0,2,10.0714014880711,20,0,4,0,0,0,0,1.3214272070130963,4.0,0.47959054705100473,7.718116576991303,7.680021207444783
1717,17,0,1,2,16.032851796627344,3,1,2,1,0,0,1,3.5169407207158963,0.0,4.008212949156836,5.622477631150916,6.737091223037882
1718,18,1,1,0,8.830680207577938,21,1,3,0,1,0,1,1.0491570024752104,4.0,0.4013945548899063,7.960107642666051,8.015441660544377
1719,18,0,1,1,9.812271517963982,1,0,3,1,0,0,0,3.4861413290978023,1.0,4.906135758981991,2.597188893942179,7.618753566004779
1720,18,0,0,2,16.975351705626284,27,1,0,1,0,0,1,0.586837405483887,4.0,0.6062625609152245,7.623469900814578,7.270702542129694
1721,16,1,2,1,14.121162292760616,17,0,4,0,1,0,0,2.3588158974550537,3.0,0.7845090162644787,7.4533618272841515,8.206602838066008
1722,17,1,0,1,9.809088170395697,1,0,2,0,0,0,0,3.152222285699565,1.0,4.904544085197848,2.8249322646626407,7.790440355417036
1723,18,1,0,2,5.153912963783593,24,0,1,0,0,0,0,0.5878350833437533,4.0,0.20615651855134373,4.66598506946711,8.463197012965853
1724,15,0,2,1,17.698534936899332,14,0,3,1,1,0,1,2.66889332908893,2.0,1.1799023291266222,6.364482597160237,7.259157873714265
1725,15,0,2,1,11.540408033811168,29,0,3,0,0,0,0,0.3043720342532843,4.0,0.3846802677937056,7.197892452719648,8.270174637721526
1726,15,1,0,2,4.422952202213867,25,0,0,0,1,0,0,0.2806703078814149,4.0,0.1701135462389949,7.867315107033088,7.43426011278631
1727,17,1,0,1,5.382395052760208,18,0,1,1,0,0,0,0.8730911973563495,4.0,0.2832839501452741,4.359089506505158,8.15841034734133
1728,17,1,0,3,16.06266177872492,14,0,3,0,0,0,0,2.330783482945125,3.0,1.0708441185816613,6.581069247439562,7.499375668267245
1729,15,1,0,3,0.8829112417491092,25,0,0,1,1,1,0,0.318850908518507,4.0,0.03395812468265805,5.306509280190978,9.51174835403852
1730,18,0,0,2,19.8418437405764,19,0,4,0,0,0,0,1.7922893205354298,4.0,0.9920921870288201,4.554623771462818,6.769864402189257
1731,17,1,0,1,2.607033594295836,9,0,3,0,1,0,0,2.573219136505813,2.0,0.2607033594295836,3.5570631917239717,7.801020287549479
1732,15,0,0,2,15.921370507938748,27,0,2,0,1,0,0,1.0844901258226167,4.0,0.5686203752835267,7.958298880925528,7.717718672189193
1733,15,0,2,3,7.895506335433657,23,0,2,1,1,0,1,1.0866966802818123,4.0,0.32897943064306906,6.960788882784801,7.892768172043819
1734,18,1,1,2,9.844323665749338,19,0,2,0,0,1,1,1.00411266268769,4.0,0.49221618328746686,5.992261699076478,7.420734303879885
1735,16,1,1,1,17.613011549291556,10,1,2,1,0,0,0,2.824604892517854,2.0,1.6011828681174143,4.4353219364940095,6.926526150214233
1736,17,1,0,2,8.258223791784264,25,1,3,0,1,1,1,1.364373782117196,4.0,0.31762399199170244,8.008802163252433,8.081914941993649
1737,18,0,3,3,10.74987507346469,9,0,4,0,0,0,1,2.6072864007904446,2.0,1.074987507346469,4.469780429690542,7.6226401603844245
1738,15,1,2,2,0.9859932481833988,28,1,2,1,0,1,0,0.5684680837933294,4.0,0.03399976717873789,8.066397757886309,7.798617646632126
1739,15,1,2,2,0.046949477349063,22,0,2,0,0,0,1,0.5737961933285499,4.0,0.0020412816238723043,5.956539634280874,9.44383815070866
1740,18,0,2,2,4.895997460034518,4,0,1,0,0,0,0,2.258071035198048,3.0,0.9791994920069037,3.9077777176996302,9.14783777463591
1741,17,1,3,2,13.611661858375346,8,1,3,0,0,0,0,2.840092975101314,2.0,1.5124068731528162,4.650719142678426,7.964594809832218
1742,16,0,1,0,2.425297867182734,19,0,3,1,1,0,0,1.6831172628416484,4.0,0.1212648933591367,5.105511496656568,8.188627378069318
1743,16,1,0,2,2.2752391760909885,18,1,3,1,0,0,0,1.7209071500753406,4.0,0.11974943032057835,6.790437520705004,8.671730315417141
1744,15,0,1,0,8.219212160718065,12,0,0,0,0,0,0,1.5377839093207275,4.0,0.632247089286005,5.210881560369917,8.174818126313463
1745,17,1,2,2,12.95674077216453,17,0,3,0,1,0,0,2.0634635075132985,3.0,0.7198189317869184,4.628850780587269,8.003723117564503
1746,16,1,2,1,14.24143984495861,16,0,2,1,0,0,0,1.878547509948441,4.0,0.8377317555858006,7.198298293098274,7.91002625986318
1747,17,0,1,2,3.569013481967496,26,0,3,1,1,0,1,0.8632708590471806,4.0,0.13218568451731466,6.135564885492846,8.276011752414002
1748,17,0,0,1,1.591762947440849,5,0,3,0,0,0,0,2.513286133011632,2.0,0.26529382457347483,4.674211444455954,8.881821483462694
1749,15,1,0,2,18.807940678910885,9,0,3,1,1,0,1,2.7721632696203784,2.0,1.8807940678910886,6.525888443858188,7.347846134416533
1750,16,0,3,2,5.213327651242034,1,1,2,0,0,0,0,2.8883859357893624,2.0,2.606663825621017,4.596951983655968,9.20657839594918
1751,18,0,1,1,17.066929952174476,23,0,3,0,1,0,0,1.3371610494936967,4.0,0.7111220813406032,4.7675921628334565,7.6455602746949145
1752,15,0,1,1,17.269829009256366,5,0,0,0,0,0,0,2.3706116146947664,3.0,2.878304834876061,6.2593284944539,7.667545442762123
1753,16,0,0,1,15.450451835250888,27,0,3,0,0,1,0,0.8544646477713151,4.0,0.5518018512589603,7.210832212285672,7.496868130439592
1754,16,1,0,3,3.3766721330514016,27,1,0,0,0,0,0,0.3226418269944476,4.0,0.12059543332326435,6.039622458628345,9.367562359296612
1755,16,1,2,2,16.436029185084006,20,0,2,1,1,0,0,1.834226997089304,4.0,0.7826680564325718,4.5570882906535495,7.561278479471349
1756,16,0,1,2,15.385011184831734,12,0,1,0,0,0,0,1.9900604524480008,4.0,1.1834623988332102,6.376100757081184,7.0309549264300415
1757,16,0,2,1,11.934459802124342,17,1,3,0,1,0,0,2.226983393791037,3.0,0.6630255445624634,6.180291023714054,8.50823900485016
1758,17,0,0,2,6.744040703379055,6,0,2,0,0,0,1,2.60838689826964,2.0,0.9634343861970078,4.733844367905286,8.674547565931608
1759,15,0,1,3,5.250172085330882,1,0,3,1,0,0,0,3.4063390822727126,1.0,2.625086042665441,5.67557033220383,8.253460780902671
1760,17,1,0,3,2.4377842416071798,28,1,3,1,0,0,0,0.8670343739276987,4.0,0.08406152557266137,7.954388844898123,8.516475092139661
1761,18,1,2,2,10.195141338017429,13,1,3,0,1,0,0,2.166091325158555,3.0,0.7282243812869592,3.9066995189310045,8.128773638768639
1762,16,0,0,0,11.705217510196931,4,0,1,0,1,0,0,2.4229283329107885,3.0,2.341043502039386,3.646888271182193,8.061070646614098
1763,15,0,0,1,7.186779810315745,17,0,3,0,1,0,0,1.509557877776469,4.0,0.39926554501754136,4.693956559257863,8.379968151784029
1764,16,0,1,0,9.507181353617373,10,1,2,0,1,0,0,2.44385726431874,3.0,0.8642892139652157,5.975785170290708,8.204936201359704
